Serial,Event,Code County,County,Code District,District,Code Division,Division,Date (YMD),Comments,Cause,Description of Cause,Source,Magnitude,GLIDEnumber,Other sectors,DataCards,Deaths,Injured,Missing,Houses Destroyed,Houses Damaged,Victims,Affected,Relocated,Evacuated,Losses $USD,Losses $Local,Education centers,Hospitals,Damages in crops Ha.,Lost Cattle
1268,TRAFFIC ACCIDENT,5,EMBU,507,MBEERE,50704,SIAKAGO,07/15/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,07/15/2011 07:00:00 AM +0000,,Fault,"brakes failed, driver lost control and hit pedestrian",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1273,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,07/15/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1274,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130704,KAMWANGI,07/16/2011 07:00:00 AM +0000,,Error,two vehicles collided head on,KPR,,,,1,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
1275,TRAFFIC ACCIDENT,37,SAMBURU,3713,SAMBURU NORTH,371303,LORROKI,07/16/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1277,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,09/30/2011 07:00:00 AM +0000,,Error,Pedestrian was hit by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1279,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,09/29/2011 07:00:00 AM +0000,Motor cyclist collided head on with a semi trailer,Error,Motor cyclist lost control & collided head on with a trailer,KPR,,,Motor cycle and semi trailer were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1286,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/04/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1287,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/04/2011 07:00:00 AM +0000,,Negligence,Motorcyclist knocked down by a motorvehicle while crossing,KPR,,,Motorvehicle and motorcycle damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1285,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,60104,CENTRAL GARISSA,07/16/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle overturned,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/04/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down  by a motorvehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1289,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,09/29/2011 07:00:00 AM +0000,,Error,Pedestrian knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1291,TRAFFIC ACCIDENT,12,KERICHO,1206,KERICHO,,,07/16/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1295,TRAFFIC ACCIDENT,19,KWALE,1902,KWALE,190205,MSAMBWENI,07/16/2011 07:00:00 AM +0000,,Error,two vehicles collided,KPR,,,,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,TRAFFIC ACCIDENT,18,KITUI,1812,MWINGI,181201,CENTRAL MWINGI,09/30/2011 07:00:00 AM +0000,,Error,Pedestrian knocked down by a motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1300,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170504,WINAM,09/30/2011 07:00:00 AM +0000,The driver turned left and passenger hanging on mud guard fell down and was over run by the tractor,Negligence,Passenger hanging on mudguard was over - run by tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1299,TRAFFIC ACCIDENT,1,BARINGO,107,KOIBATEK,10706,MOGOTIO,07/19/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,TRAFFIC ACCIDENT,4,BUSIA,402,BUSIA,40204,FUNYULA,09/30/2011 07:00:00 AM +0000,The juvenile was trying to pluck cane from a moving tractor when he was overun,Error,Juvenile was overun by tyre of a tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,07/20/2011 07:00:00 AM +0000,,Hit and Run,driver lost control and vehicle rolled several times,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100404,KAKAMEGA MUNICIPALITY,09/30/2011 07:00:00 AM +0000,,Error,Juvenile was knocked down by a pick up,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,,,09/05/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1312,TRAFFIC ACCIDENT,8,ISIOLO,802,ISIOLO,80201,CENTRAL ISIOLO,09/05/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1316,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/01/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1315,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220411,YATTA,09/05/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1319,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170904,NYANDO,10/01/2011 07:00:00 AM +0000,,Error,Canter rammed into a stationery tractor,KPR,,,Canter and tractor were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1320,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441703,KESSES,07/25/2011 07:00:00 AM +0000,"original accident caused ripple accidents, totaling to the 18 vehicles",Error,two vehicles collided,KPR,,,18 vehicles involved,1,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0
1318,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,09/05/2011 07:00:00 AM +0000,A juvenile was hit,,,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/01/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1323,TRAFFIC ACCIDENT,3,BUNGOMA,301,BUNGOMA EAST,30110,WEBUYE,10/01/2011 07:00:00 AM +0000,A loader was thrown from the tractor that rammed into another tractor,Error,Tractor rammed into another tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1324,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130102,KIAMBAA,10/02/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a bicycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1325,TRAFFIC ACCIDENT,5,EMBU,501,EMBU,50103,MANYATTA,10/02/2011 07:00:00 AM +0000,,Hit and Run,Matatu hit a pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1326,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,260814,TIMAU,10/02/2011 07:00:00 AM +0000,,Error,Motor vehicle collided with a motor cycle,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1327,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/03/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a bus,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1328,TRAFFIC ACCIDENT,35,NYANDARUA,3505,NYANDARUA,350507,OL KALOU,10/02/2011 07:00:00 AM +0000,Pedal cyclist who emerged from left side of the road without due care was knocked down by a matatu,Negligence,Pedal cyclist emerged from left side without due care,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1331,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,10/02/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1332,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,,,10/02/2011 07:00:00 AM +0000,,Error,Pedal cyclist was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,10/02/2011 07:00:00 AM +0000,Juvenile was standing on the right side of the road when he was knocked by a car that lost control,Error,Driver lost control and knocked down a juvenile pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1337,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300107,PUMWANI,09/05/2011 07:00:00 AM +0000,,Error,Driver of motorvehicle lost control hitting a streetboy,KPR,,,Wall of St. Teresa School damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1339,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,09/05/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1336,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,10/03/2011 07:00:00 AM +0000,,Error,Matatu collided with a motor cycle,KPR,,,Matatu and motor cycle were damaged,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1342,TRAFFIC ACCIDENT,42,TRANS-NZOIA,4215,TRANS NZOIA WEST,421507,SABOTI,09/05/2011 07:00:00 AM +0000,,Negligence,Pedal cyclist knocked down,KPR,,,2 motorvehicles damaged,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1345,TRAFFIC ACCIDENT,5,EMBU,507,MBEERE,50704,SIAKAGO,07/18/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1344,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130101,GITHUNGURI,10/03/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1346,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,09/06/2011 07:00:00 AM +0000,,Negligence,Motorvehicle knocked from behind,KPR,,,2 motorvehicles damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1347,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,07/18/2011 07:00:00 AM +0000,,Error,handcart being pushed on the road hit by vehicle,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130704,KAMWANGI,10/03/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a motor cycle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,TRAFFIC ACCIDENT,39,TAITA-TAVETA,3906,TAITA TAVETA,390607,WUNDANYI,10/03/2011 07:00:00 AM +0000,,Error,Trailer collided with a bicycle,KPR,,,Bicycle was destroyed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,TRAFFIC ACCIDENT,26,MERU,2608,MERU CENTRAL,,,10/03/2011 07:00:00 AM +0000,,Error,Juvenile passenger jumped off moving vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,10/03/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a pick up,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300108,WESTLANDS,10/03/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was hit by an unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,10/03/2011 07:00:00 AM +0000,The pedestrian was at the edge of the road on the left side when he was knocked down by a m/v that lost control,Error,Driver lost control and knocked down a pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,TRAFFIC ACCIDENT,27,MIGORI,2706,KURIA,270603,MABERA,10/03/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,TRAFFIC ACCIDENT,38,SIAYA,3811,SIAYA,381106,WAGAI,10/03/2011 07:00:00 AM +0000,The pedal cyclist was riding on the middle of the road when she was hit by a bus,Error,Pedal cyclist was knocked down by a bus,KPR,,,Bicycle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,09/06/2011 07:00:00 AM +0000,,Negligence,Juvenile pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,TRAFFIC ACCIDENT,14,KILIFI,1401,KILIFI,140106,KALOLENI,07/21/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit  vehicle,KPR,,,store and stock,1,1,3,0,0,0,0,0,0,0,0,100000,0,0,0,0
1379,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/22/2011 07:00:00 AM +0000,,Error,driver lost control veered off the road and hit a wall,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,07/22/2011 07:00:00 AM +0000,,Hit and Run,,KPR,,,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,07/21/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle overturned,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,TRAFFIC ACCIDENT,32,NANDI,3211,NANDI,321109,TINDERET,09/06/2011 07:00:00 AM +0000,,Negligence,Juvenile passenger slipped off a tractor,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1384,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,100404,KAKAMEGA MUNICIPALITY,09/06/2011 07:00:00 AM +0000,,Negligence,Pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,10/05/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a car that lost control,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,TRAFFIC ACCIDENT,6,GARISSA,601,GARISSA,60104,CENTRAL GARISSA,07/21/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle overturned,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/04/2011 07:00:00 AM +0000,,Error,Pedal cyclist was hit by a car,KPR,,,Bicycle was destroyed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1390,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,10/04/2011 07:00:00 AM +0000,,Error,Matatu knocked down a pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1388,TRAFFIC ACCIDENT,36,NYERI,3606,NYERI,360603,KIENI WEST,09/07/2011 07:00:00 AM +0000,,Error,Driver lost control of the motorvehicle,KPR,,,Damaged motorvehicle,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311011,MOLO,07/19/2011 07:00:00 AM +0000,"driver jumped off the tractor when the brakes failed, he fell and was ran over by the rear tyre",Fault,brakes failed ,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,07/21/2011 07:00:00 AM +0000,,Error,,KPR,,,,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,TRAFFIC ACCIDENT,27,MIGORI,2707,MIGORI,270701,AWENDO,10/04/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a matatu,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1395,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280502,ISLAND,07/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1397,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300106,MAKADARA,07/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1399,TRAFFIC ACCIDENT,8,ISIOLO,802,ISIOLO,80201,CENTRAL ISIOLO,10/05/2011 07:00:00 AM +0000,M/v developed mechanical problems and began descending backwards and landed into a ditch,Fault,M/v developed mechanical problems,KPR,,,,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1398,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300104,KASARANI,07/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,TRAFFIC ACCIDENT,2,BOMET,202,BOMET,20206,SOTIK BOMET,07/22/2011 07:00:00 AM +0000,,Error,pedestrian walking along the road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311003,GILGIL,07/22/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311012,NAIVASHA,10/05/2011 07:00:00 AM +0000,,Error,Motor cyclist lost control and plunged into caravat,KPR,,,Motor cycle was damaged,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,TRAFFIC ACCIDENT,31,NAKURU,3110,NAKURU,311013,NAKURU MUNICIPALITY,10/05/2011 07:00:00 AM +0000,,Error,Pedestrian was knocked down by a canter,KPR,,,Three motor vehicles were damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,TRAFFIC ACCIDENT,15,KIRINYAGA,1502,KIRINYAGA,150201,CENTRAL KIRINYAGA,07/23/2011 07:00:00 AM +0000,,Error,pedal cyclist hit by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,07/23/2011 07:00:00 AM +0000,,Error,handcart being pushed on the road hit by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,07/23/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/23/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
1418,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/07/2011 07:00:00 AM +0000,The parked crane started moving downwards and knocked down a motor cyclist and a pedestrian,Error,Parked crane started moving and caused accident,KPR,,,Motor cycle and four cars were damaged,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1419,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300101,CENTRAL NAIROBI,10/08/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by unknown m/v,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,TRAFFIC ACCIDENT,22,MACHAKOS,2204,MACHAKOS,220401,CENTRAL MACHAKOS,09/07/2011 07:00:00 AM +0000,,Negligence,Matatu hit a stationary lorry from the back,KPR,,,Destroyed matatu,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1420,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,10/07/2011 07:00:00 AM +0000,,Error,Driver swerved and hit a pedal cyclist and pedestrian,KPR,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1421,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170503,MASENO,10/07/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,TRAFFIC ACCIDENT,9,KAJIADO,904,KAJIADO,90404,MASHURU,09/07/2011 07:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,TRAFFIC ACCIDENT,17,KISUMU,1705,KISUMU,170504,WINAM,10/07/2011 07:00:00 AM +0000,,Fault,"M/v got a tyre burst, lost control and turned several times",KPR,,,,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,TRAFFIC ACCIDENT,16,KISII,1602,CENTRAL KISII,160204,MASABA,10/07/2011 07:00:00 AM +0000,A pedestrian who was walking beside the road was knocked down by a speeding vehicle,Error,"M/v lost control due to high speed, veered off road ",KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,09/08/2011 07:00:00 AM +0000,,Error,Lost control of motor vehicle,KPR,,,Motorvehicle destroyed,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,TRAFFIC ACCIDENT,17,KISUMU,1709,NYANDO,170904,NYANDO,10/07/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down & overun by a lorry,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,TRAFFIC ACCIDENT,44,UASIN-GISHU,4417,UASIN GISHU,441705,SOY,11/29/2011 08:00:00 AM +0000,,Negligence,Pedestrian knocked down,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,TRAFFIC ACCIDENT,10,KAKAMEGA,1004,KAKAMEGA,,,10/07/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300103,EMBAKASI,07/23/2011 07:00:00 AM +0000,,Error,two motorcyclists collided,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,TRAFFIC ACCIDENT,10,KAKAMEGA,1003,BUTERE MUMIAS,100304,MUMIAS,10/07/2011 07:00:00 AM +0000,,Error,Motor cyclist hit a pot hole and landed,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,TRAFFIC ACCIDENT,30,NAIROBI,3001,NAIROBI,300105,KIBERA,07/23/2011 07:00:00 AM +0000,,Error,vehicle and motorcycle collision,KPR,,,,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,TRAFFIC ACCIDENT,7,HOMABAY,712,SUBA,71202,GWASSI,07/23/2011 07:00:00 AM +0000,,Error,motor cyclist hit pedestrian,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130102,KIAMBAA,10/08/2011 07:00:00 AM +0000,,Error,Pedestrian was hit by a canter,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,TRAFFIC ACCIDENT,45,VIHIGA,4508,VIHIGA,450806,VIHIGA,07/23/2011 07:00:00 AM +0000,,Error,motor cyclist hit by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,TRAFFIC ACCIDENT,29,MURANGA,2903,MARAGUA,290303,MAKUYU,10/08/2011 07:00:00 AM +0000,The driver lost control and landed into a ditch,Error,"Driver lost control, veered off the road and rolled ",KPR,,,Motor vehicle was damaged,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,TRAFFIC ACCIDENT,28,MOMBASA,2805,MOMBASA,280501,CHANGAMWE,07/25/2011 07:00:00 AM +0000,,,handcart being pushed on the road hit by vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,TRAFFIC ACCIDENT,13,KIAMBU,1307,THIKA,130707,THIKA MUNICIPALITY,10/08/2011 07:00:00 AM +0000,,Error,Juvenile pedestrian was knocked down by a car,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,TRAFFIC ACCIDENT,18,KITUI,1812,MWINGI,181201,CENTRAL MWINGI,07/25/2011 07:00:00 AM +0000,,Error,driver lost control and vehicle rolled several times,KPR,,,,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1448,TRAFFIC ACCIDENT,13,KIAMBU,1301,KIAMBU,130103,KIKUYU,10/09/2011 07:00:00 AM +0000,,Hit and Run,Pedestrian was knocked down by an unknown vehicle,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,TRAFFIC ACCIDENT,16,KISII,1603,GUCHA,,,07/23/2011 07:00:00 AM +0000,,Error,pedestrian crossing road,KPR,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
