290184445	20140319	201403	2014	2014.2164	GBRLEG	BRITISH	GBR					LEG			PSE	PALESTINIAN	PSE								1	141	141	14	3	-6.5	1	1	1	2.74914089347079	1	United Kingdom	UK	UK	54	-2	UK	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	31.4167	34.3333	-797156	20140320	http://www.breitbart.com/Breitbart-London/2014/03/20/Galloway-frosty-LSE-reception
290184448	20140319	201403	2014	2014.2164	GHA	KUMASI	GHA								COP	PRISON						COP			1	173	173	17	4	-5.0	2	1	2	0.417536534446764	4	Kumasi, Ashanti, Ghana	GH	GH02	6.68333	-1.61667	-2075172	4	Asafo, Ghana (general), Ghana	GH	GH00	6.39476	-2.6599	-2069783	4	Kumasi, Ashanti, Ghana	GH	GH02	6.68333	-1.61667	-2075172	20140320	http://www.ghanaweb.com/GhanaHomePage/crime/artikel.php?ID=303840
290184449	20140319	201403	2014	2014.2164	GHA	KUMASI	GHA								CRM	ROBBER						CRM			1	173	173	17	4	-5.0	2	1	2	0.417536534446764	4	Kumasi, Ashanti, Ghana	GH	GH02	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	6.68333	-1.61667	-2075172	20140320	http://www.ghanaweb.com/GhanaHomePage/crime/artikel.php?ID=303840
290184489	20140319	201403	2014	2014.2164	GOV	PRESIDENT						GOV			BUS	CORPORATION						BUS			1	173	173	17	4	-5.0	4	1	4	1.52671755725191	4	Mapalacsiao, City of Tarlac, Philippines	RP	RPO3	15.4286	120.651	-2438250	4	Mapalacsiao, City of Tarlac, Philippines	RP	RPO3	15.4286	120.651	-2438250	4	Mapalacsiao, City of Tarlac, Philippines	RP	RPO3	15.4286	120.651	-2438250	20140320	http://bulatlat.com/main/2014/03/21/luisita-farmers-file-another-case-vs-cojuangco-aquinos-before-doj/
290184576	20140319	201403	2014	2014.2164	HRI	RIGHTS ACTIVIST						HRI			GOV	AUTHORITIES						GOV			1	141	141	14	3	-6.5	2	1	2	2.4390243902439	4	Boeng Kak, KâóCham, Cambodia	CB	CB02	11.9618	105.334	-1023703	4	Phnom Penh, (CB11), Cambodia	CB	CB11	11.55	104.917	-1033783	4	Boeng Kak, KâóCham, Cambodia	CB	CB02	11.9618	105.334	-1023703	20140320	http://sithi.org/temp.php?url=news_detail.php&mid=11304&&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sithi%2Fnews+%28SITHI+Portal+%28Human+Rights+in+the+News%29%29
290184577	20140319	201403	2014	2014.2164	HRI	RIGHTS ACTIVIST						HRI			GOV	AUTHORITIES						GOV			1	141	141	14	3	-6.5	2	1	2	2.4390243902439	4	Phnom Penh, (CB11), Cambodia	CB	CB11	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	11.55	104.917	-1033783	4	Phnom Penh, (CB11), Cambodia	CB	CB11	11.55	104.917	-1033783	20140320	http://sithi.org/temp.php?url=news_detail.php&mid=11304&&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+sithi%2Fnews+%28SITHI+Portal+%28Human+Rights+in+the+News%29%29
290184615	20140319	201403	2014	2014.2164	IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG			MYS	MALAYSIA	MYS								1	141	141	14	3	-6.5	2	1	2	0.998336106489185	1	Malaysia	MY	MY	2.5	112.5	MY	1	Afghanistan	AF	AF	33	65	AF	1	Malaysia	MY	MY	2.5	112.5	MY	20140320	http://www.themalaysianinsider.com/world/article/bin-ladens-son-in-law-tells-us-trial-of-9-11-cave-chat
290184616	20140319	201403	2014	2014.2164	IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG			MYS	MALAYSIA	MYS								1	141	141	14	3	-6.5	2	1	2	0.998336106489185	1	Malaysia	MY	MY	2.5	112.5	MY	1	Malaysia	MY	MY	2.5	112.5	MY	1	Malaysia	MY	MY	2.5	112.5	MY	20140320	http://www.themalaysianinsider.com/world/article/bin-ladens-son-in-law-tells-us-trial-of-9-11-cave-chat
290184621	20140319	201403	2014	2014.2164	IMGMOSALQ	OSAMA BIN LADEN		ALQ		MOS		IMG			USAJUD	NEW YORK	USA					JUD			1	141	141	14	3	-6.5	6	1	6	0.998336106489185	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20140320	http://www.themalaysianinsider.com/world/article/bin-ladens-son-in-law-tells-us-trial-of-9-11-cave-chat
290184631	20140319	201403	2014	2014.2164	IND	NEW DELHI	IND																		1	173	173	17	4	-5.0	6	1	6	0.714285714285714	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20140320	http://news.kuwaittimes.net/indian-court-convicts-5-mumbai-gang-rapes/
